date,channel,spend,impressions,clicks,conversions,revenue,cpa,roas,ctr,cpc,ivt_rate,suspicious_click_pct,geo_anomaly_score,new_domain_pct
2023-04-12,programmatic,3218.24,217440,3721,75,4625.14,42.91,1.44,0.0171,0.86,0.0539,0.0247,0.147,0.0189
2023-04-13,programmatic,3330.23,279557,3631,66,3677.56,50.46,1.1,0.013,0.92,0.0398,0.0207,0.26,0.053
2023-04-14,programmatic,2839.67,182786,2362,52,3981.25,54.61,1.4,0.0129,1.2,0.0531,0.0447,0.087,0.0385
2023-04-15,programmatic,3691.13,202639,3117,81,6152.2,45.57,1.67,0.0154,1.18,0.0443,0.0158,0.132,0.0536
2023-04-16,programmatic,3304.37,212182,3251,73,4153.57,45.27,1.26,0.0153,1.02,0.0643,0.0303,0.133,0.0707
2023-04-17,programmatic,3949.33,373916,6144,86,5412.78,45.92,1.37,0.0164,0.64,0.0148,0.0431,0.088,0.033
2023-04-18,programmatic,3749.09,279355,3939,82,5978.26,45.72,1.59,0.0141,0.95,0.0181,0.0347,0.133,0.054
2023-04-19,programmatic,4898.08,525388,7860,110,6543.37,44.53,1.34,0.015,0.62,0.0525,0.0242,0.109,0.0411
2023-04-20,programmatic,3818.38,225288,3085,64,5388.42,59.66,1.41,0.0137,1.24,0.0303,0.019,0.13,0.0604
2023-04-21,programmatic,4702.4,324420,4761,82,6684.24,57.35,1.42,0.0147,0.99,0.0455,0.0272,0.061,0.0403
2023-04-22,programmatic,3270.13,180175,2757,59,4599.44,55.43,1.41,0.0153,1.19,0.0433,0.0305,0.029,0.0382
2023-04-23,programmatic,3887.17,226806,3405,75,5011.58,51.83,1.29,0.015,1.14,0.0478,0.0236,0.084,0.0435
2023-04-24,programmatic,4014.79,278239,3956,76,5553.65,52.83,1.38,0.0142,1.01,0.0355,0.0311,0.091,0.0634
2023-04-25,programmatic,4622.02,298301,4694,95,7031.93,48.65,1.52,0.0157,0.98,0.038,0.0409,0.088,0.0595
2023-04-26,programmatic,3895.17,188770,2576,69,6448.85,56.45,1.66,0.0136,1.51,0.0423,0.0244,0.054,0.0806
2023-04-27,programmatic,4310.28,250108,3707,102,5739.23,42.26,1.33,0.0148,1.16,0.0446,0.0333,0.14,0.051
2023-04-28,programmatic,3588.09,458790,7642,66,5563.16,54.36,1.55,0.0167,0.47,0.0398,0.0298,0.098,0.057
2023-04-29,programmatic,3176.82,193876,2767,67,4124.83,47.42,1.3,0.0143,1.15,0.0263,0.036,0.189,0.054
2023-04-30,programmatic,3078.72,194110,3352,61,4860.39,50.47,1.58,0.0173,0.92,0.0397,0.0439,0.081,0.0257
2023-05-01,programmatic,3080.26,145406,2435,65,5120.29,47.39,1.66,0.0167,1.26,0.0417,0.027,0.153,0.0641
2023-05-02,programmatic,4519.14,340498,5419,83,7351.89,54.45,1.63,0.0159,0.83,0.0619,0.0282,0.169,0.0719
2023-05-03,programmatic,3592.53,218620,3106,70,5126.75,51.32,1.43,0.0142,1.16,0.0312,0.0202,0.071,0.0602
2023-05-04,programmatic,4249.66,229821,2807,94,6140.05,45.21,1.44,0.0122,1.51,0.0577,0.0457,0.124,0.0479
2023-05-05,programmatic,4241.86,278052,4483,74,6930.67,57.32,1.63,0.0161,0.95,0.0499,0.029,0.124,0.0741
2023-05-06,programmatic,2805.27,178589,2947,52,4725.81,53.95,1.68,0.0165,0.95,0.0415,0.0351,0.029,0.06
2023-05-07,programmatic,2673.64,119268,1805,60,4323.86,44.56,1.62,0.0151,1.48,0.0573,0.0479,0.142,0.0875
2023-05-08,programmatic,4764.9,352277,6341,134,7584.68,35.56,1.59,0.018,0.75,0.04,0.0329,0.116,0.0577
2023-05-09,programmatic,4696.16,249151,4225,93,6659.54,50.5,1.42,0.017,1.11,0.01,0.0473,0.065,0.0551
2023-05-10,programmatic,3698.5,233663,3795,66,6111.19,56.04,1.65,0.0162,0.97,0.039,0.0327,0.08,0.0682
2023-05-11,programmatic,4567.18,312447,4177,101,7096.62,45.22,1.55,0.0134,1.09,0.0479,0.0388,0.1,0.0807
2023-05-12,programmatic,3715.29,279979,4664,89,4603.55,41.74,1.24,0.0167,0.8,0.0437,0.0432,0.132,0.0512
2023-05-13,programmatic,2546.97,209672,3154,57,4552.55,44.68,1.79,0.015,0.81,0.0337,0.0278,0.094,0.0467
2023-05-14,programmatic,3396.85,269859,3785,69,5072.25,49.23,1.49,0.014,0.9,0.0282,0.0269,0.037,0.0597
2023-05-15,programmatic,4417.34,458806,7029,100,7573.95,44.17,1.71,0.0153,0.63,0.0531,0.0367,0.117,0.0568
2023-05-16,programmatic,3542.1,211180,3425,67,4797.38,52.87,1.35,0.0162,1.03,0.0222,0.0398,0.087,0.0622
2023-05-17,programmatic,4785.82,315590,4714,100,8260.2,47.86,1.73,0.0149,1.02,0.0392,0.0267,0.104,0.029
2023-05-18,programmatic,4564.89,283697,4007,109,6691.48,41.88,1.47,0.0141,1.14,0.0442,0.0231,0.113,0.0263
2023-05-19,programmatic,4192.81,240898,3387,71,5785.98,59.05,1.38,0.0141,1.24,0.0314,0.0297,0.176,0.0226
2023-05-20,programmatic,3202.16,198620,3201,60,5199.31,53.37,1.62,0.0161,1.0,0.0461,0.024,0.029,0.022
2023-05-21,programmatic,3080.3,324937,4677,64,5098.43,48.13,1.66,0.0144,0.66,0.0481,0.027,0.163,0.067
2023-05-22,programmatic,4062.8,260120,3816,79,6643.65,51.43,1.64,0.0147,1.06,0.0366,0.0279,0.149,0.0931
2023-05-23,programmatic,4750.12,239844,3946,92,7217.36,51.63,1.52,0.0165,1.2,0.0509,0.0176,0.059,0.0296
2023-05-24,programmatic,5903.09,303401,4240,146,10000.9,40.43,1.69,0.014,1.39,0.0473,0.0303,0.158,0.0325
2023-05-25,programmatic,4149.45,296852,5924,82,5944.83,50.6,1.43,0.02,0.7,0.0486,0.0178,0.052,0.0791
2023-05-26,programmatic,4225.35,276521,3681,79,6575.43,53.49,1.56,0.0133,1.15,0.0566,0.0409,0.124,0.065
2023-05-27,programmatic,3627.28,234246,3621,72,4593.86,50.38,1.27,0.0155,1.0,0.0285,0.0504,0.06,0.0383
2023-05-28,programmatic,3721.11,287181,3949,86,5516.92,43.27,1.48,0.0138,0.94,0.019,0.0305,0.095,0.033
2023-05-29,programmatic,4369.62,354639,5244,91,6884.64,48.02,1.58,0.0148,0.83,0.0545,0.0268,0.131,0.0739
2023-05-30,programmatic,4409.73,296482,4190,84,6738.66,52.5,1.53,0.0141,1.05,0.0383,0.0314,0.111,0.0219
2023-05-31,programmatic,5236.33,574938,9656,102,6963.39,51.34,1.33,0.0168,0.54,0.0377,0.0487,0.09,0.0517
2023-06-01,programmatic,3412.27,221140,3420,66,4507.11,51.7,1.32,0.0155,1.0,0.0408,0.0499,0.109,0.0629
2023-06-02,programmatic,4739.03,401710,5872,95,7046.25,49.88,1.49,0.0146,0.81,0.0239,0.0283,0.072,0.0513
2023-06-03,programmatic,3192.08,271050,3538,63,4707.64,50.67,1.47,0.0131,0.9,0.0336,0.0384,0.098,0.0447
2023-06-04,programmatic,3892.55,240222,3843,73,7216.08,53.32,1.85,0.016,1.01,0.0318,0.01,0.121,0.0532
2023-06-05,programmatic,3658.81,216028,3276,63,4474.65,58.08,1.22,0.0152,1.12,0.0326,0.0255,0.136,0.0664
2023-06-06,programmatic,5161.69,560786,6819,104,7772.28,49.63,1.51,0.0122,0.76,0.0289,0.043,0.0,0.0795
2023-06-07,programmatic,4470.51,306310,4736,80,6900.07,55.88,1.54,0.0155,0.94,0.0399,0.0238,0.136,0.021
2023-06-08,programmatic,4362.85,276693,3730,81,5914.59,53.86,1.36,0.0135,1.17,0.0354,0.0384,0.025,0.0406
2023-06-09,programmatic,4939.15,294138,3829,110,7242.28,44.9,1.47,0.013,1.29,0.0613,0.0367,0.092,0.0797
2023-06-10,programmatic,2790.73,174378,2784,45,4579.89,62.02,1.64,0.016,1.0,0.0413,0.0431,0.091,0.0813
2023-06-11,programmatic,2366.91,175088,3105,44,4244.36,53.79,1.79,0.0177,0.76,0.0441,0.0218,0.0,0.0671
2023-06-12,programmatic,3946.49,242006,3684,77,5126.9,51.25,1.3,0.0152,1.07,0.037,0.01,0.193,0.03
2023-06-13,programmatic,4100.18,312589,5207,89,6288.79,46.07,1.53,0.0167,0.79,0.0424,0.0244,0.067,0.0333
2023-06-14,programmatic,4407.76,321562,5292,92,7273.08,47.91,1.65,0.0165,0.83,0.0526,0.0131,0.064,0.0505
2023-06-15,programmatic,4318.7,291002,4607,106,6858.96,40.74,1.59,0.0158,0.94,0.0447,0.0239,0.225,0.0573
2023-06-16,programmatic,4382.05,185303,2925,85,6601.11,51.55,1.51,0.0158,1.5,0.0389,0.0272,0.012,0.0624
2023-06-17,programmatic,2339.71,176146,2925,55,3661.64,42.54,1.56,0.0166,0.8,0.0268,0.0279,0.095,0.0228
2023-06-18,programmatic,3339.29,199676,3046,64,4547.93,52.18,1.36,0.0153,1.1,0.0457,0.0398,0.116,0.0618
2023-06-19,programmatic,3651.03,218571,3153,80,6383.55,45.64,1.75,0.0144,1.16,0.0293,0.033,0.096,0.0531
2023-06-20,programmatic,3900.84,356020,5273,77,6020.05,50.66,1.54,0.0148,0.74,0.0294,0.022,0.026,0.0519
2023-06-21,programmatic,2943.52,265268,3923,59,5058.69,49.89,1.72,0.0148,0.75,0.0232,0.0454,0.064,0.0611
2023-06-22,programmatic,4112.13,372609,5048,92,5888.75,44.7,1.43,0.0135,0.81,0.0345,0.01,0.116,0.0535
2023-06-23,programmatic,4356.03,228953,3685,83,6318.9,52.48,1.45,0.0161,1.18,0.0749,0.038,0.146,0.0333
2023-06-24,programmatic,4130.92,286204,5158,83,5546.44,49.77,1.34,0.018,0.8,0.047,0.0195,0.177,0.0754
2023-06-25,programmatic,2710.47,194983,2778,49,3647.15,55.32,1.35,0.0142,0.98,0.0279,0.0487,0.095,0.0241
2023-06-26,programmatic,3669.15,207214,3116,68,6296.05,53.96,1.72,0.015,1.18,0.0502,0.0218,0.143,0.0496
2023-06-27,programmatic,3306.6,224568,3815,65,5270.07,50.87,1.59,0.017,0.87,0.0338,0.0412,0.151,0.01
2023-06-28,programmatic,4130.97,234711,4048,87,6808.14,47.48,1.65,0.0172,1.02,0.0296,0.0329,0.159,0.0592
2023-06-29,programmatic,4591.22,466969,6597,99,5102.39,46.38,1.11,0.0141,0.7,0.0369,0.0364,0.095,0.0611
2023-06-30,programmatic,5105.87,292757,3787,90,7349.08,56.73,1.44,0.0129,1.35,0.0384,0.0327,0.117,0.0357
2023-07-01,programmatic,3789.46,228085,3580,77,6052.08,49.21,1.6,0.0157,1.06,0.0421,0.0264,0.121,0.0472
2023-07-02,programmatic,2620.09,158570,2121,55,4344.63,47.64,1.66,0.0134,1.24,0.0468,0.0151,0.12,0.0683
2023-07-03,programmatic,4501.92,342657,5090,100,5898.76,45.02,1.31,0.0149,0.88,0.0312,0.0239,0.157,0.0405
2023-07-04,programmatic,3493.82,234425,3673,64,4868.98,54.59,1.39,0.0157,0.95,0.0405,0.0241,0.095,0.0171
2023-07-05,programmatic,5444.18,452196,5933,102,7917.55,53.37,1.45,0.0131,0.92,0.0341,0.0119,0.121,0.01
2023-07-06,programmatic,3636.51,248839,3523,73,6112.48,49.82,1.68,0.0142,1.03,0.0256,0.0364,0.115,0.0263
2023-07-07,programmatic,4338.39,264949,3830,74,6016.38,58.63,1.39,0.0145,1.13,0.0383,0.0509,0.038,0.0907
2023-07-08,programmatic,3296.3,222212,3711,61,5623.86,54.04,1.71,0.0167,0.89,0.0256,0.0208,0.096,0.0741
2023-07-09,programmatic,3395.13,154511,2291,78,4992.98,43.53,1.47,0.0148,1.48,0.0466,0.0315,0.139,0.0289
2023-07-10,programmatic,4066.93,374104,4321,84,5816.41,48.42,1.43,0.0116,0.94,0.0249,0.0335,0.116,0.0197
2023-07-11,programmatic,3773.99,271705,4127,78,5972.66,48.38,1.58,0.0152,0.91,0.032,0.0199,0.029,0.0674
2023-07-12,programmatic,3513.34,207239,3413,84,5453.24,41.83,1.55,0.0165,1.03,0.0343,0.0425,0.129,0.0289
2023-07-13,programmatic,5042.97,379506,5853,89,8084.25,56.66,1.6,0.0154,0.86,0.0443,0.0381,0.129,0.0427
2023-07-14,programmatic,4066.13,216312,3491,83,6338.14,48.99,1.56,0.0161,1.16,0.0462,0.0466,0.118,0.0548
2023-07-15,programmatic,3201.04,172703,3071,63,4974.56,50.81,1.55,0.0178,1.04,0.044,0.0254,0.169,0.0583
2023-07-16,programmatic,3268.2,180617,2850,66,4979.67,49.52,1.52,0.0158,1.15,0.0293,0.0329,0.151,0.0309
2023-07-17,programmatic,3947.52,302269,4235,78,5930.77,50.61,1.5,0.014,0.93,0.0337,0.0377,0.072,0.0436
2023-07-18,programmatic,3500.79,193878,2900,71,5845.15,49.31,1.67,0.015,1.21,0.0276,0.0262,0.136,0.0582
2023-07-19,programmatic,5421.6,597881,9146,109,7855.29,49.74,1.45,0.0153,0.59,0.0394,0.0446,0.164,0.01
2023-07-20,programmatic,3703.49,196354,3005,64,4864.52,57.87,1.31,0.0153,1.23,0.0573,0.0307,0.095,0.0463
2023-07-21,programmatic,3541.69,289417,3485,84,5509.22,42.16,1.56,0.012,1.02,0.036,0.0363,0.154,0.0775
2023-07-22,programmatic,4163.3,436041,7312,76,5530.08,54.78,1.33,0.0168,0.57,0.0297,0.0217,0.114,0.0581
2023-07-23,programmatic,2558.58,190135,2573,50,4005.83,51.17,1.57,0.0135,0.99,0.0419,0.0269,0.044,0.0335
2023-07-24,programmatic,3060.56,264804,3576,58,5683.71,52.77,1.86,0.0135,0.86,0.0397,0.0308,0.029,0.0429
2023-07-25,programmatic,4781.12,305954,4209,126,6605.35,37.95,1.38,0.0138,1.14,0.0469,0.0436,0.074,0.0654
2023-07-26,programmatic,4617.25,362902,5220,88,7005.44,52.47,1.52,0.0144,0.88,0.0386,0.0322,0.051,0.0702
2023-07-27,programmatic,4335.5,252243,3641,84,7431.37,51.61,1.71,0.0144,1.19,0.0416,0.0263,0.214,0.0472
2023-07-28,programmatic,4649.22,277637,4066,87,6516.46,53.44,1.4,0.0146,1.14,0.046,0.0287,0.125,0.0262
2023-07-29,programmatic,3356.15,270836,3610,60,5550.73,55.94,1.65,0.0133,0.93,0.0393,0.0267,0.051,0.0628
2023-07-30,programmatic,4073.77,288694,4203,69,6558.25,59.04,1.61,0.0146,0.97,0.0526,0.01,0.136,0.064
2023-07-31,programmatic,3658.85,248605,3300,71,5421.14,51.53,1.48,0.0133,1.11,0.0389,0.0413,0.041,0.01
2023-08-01,programmatic,4903.84,508583,6471,93,7691.48,52.73,1.57,0.0127,0.76,0.0462,0.0453,0.044,0.0646
2023-08-02,programmatic,3583.54,301225,4813,66,5112.35,54.3,1.43,0.016,0.74,0.0474,0.0173,0.168,0.046
2023-08-03,programmatic,4083.4,273702,4653,78,5501.46,52.35,1.35,0.017,0.88,0.0322,0.0223,0.022,0.0363
2023-08-04,programmatic,5091.46,292009,4418,110,7426.59,46.29,1.46,0.0151,1.15,0.045,0.0267,0.125,0.0515
2023-08-05,programmatic,3391.02,256531,4331,59,5197.3,57.47,1.53,0.0169,0.78,0.0308,0.0318,0.063,0.0313
2023-08-06,programmatic,2823.75,247231,3670,56,3990.47,50.42,1.41,0.0148,0.77,0.0302,0.0347,0.097,0.0618
2023-08-07,programmatic,4334.93,340787,5296,88,7152.92,49.26,1.65,0.0155,0.82,0.0576,0.0135,0.06,0.0415
2023-08-08,programmatic,3515.47,346676,5078,56,4927.47,62.78,1.4,0.0146,0.69,0.053,0.0531,0.034,0.1
2023-08-09,programmatic,4444.11,263460,4284,81,7381.55,54.87,1.66,0.0163,1.04,0.038,0.0349,0.01,0.0842
2023-08-10,programmatic,5010.64,328194,4570,97,6942.81,51.66,1.39,0.0139,1.1,0.0528,0.0385,0.163,0.0328
2023-08-11,programmatic,4976.68,430930,7150,88,8407.59,56.55,1.69,0.0166,0.7,0.0537,0.0376,0.217,0.075
2023-08-12,programmatic,2948.3,275854,4494,56,4788.37,52.65,1.62,0.0163,0.66,0.0161,0.01,0.167,0.0371
2023-08-13,programmatic,2477.49,130525,2116,50,4079.13,49.55,1.65,0.0162,1.17,0.0492,0.0303,0.158,0.025
2023-08-14,programmatic,3938.55,259772,4237,83,5823.63,47.45,1.48,0.0163,0.93,0.0309,0.0389,0.076,0.0238
2023-08-15,programmatic,4262.4,231560,3492,89,6164.26,47.89,1.45,0.0151,1.22,0.0487,0.022,0.124,0.073
2023-08-16,programmatic,5288.91,387389,5747,96,7518.3,55.09,1.42,0.0148,0.92,0.0483,0.0244,0.025,0.0239
2023-08-17,programmatic,4217.54,275020,4263,75,5984.41,56.23,1.42,0.0155,0.99,0.0362,0.0308,0.213,0.0611
2023-08-18,programmatic,4762.63,351044,5065,90,7426.63,52.92,1.56,0.0144,0.94,0.0536,0.0446,0.012,0.0279
2023-08-19,programmatic,3351.02,244931,3736,68,4557.83,49.28,1.36,0.0153,0.9,0.0576,0.0288,0.129,0.0539
2023-08-20,programmatic,3807.53,220327,3169,84,5082.56,45.33,1.33,0.0144,1.2,0.0467,0.0319,0.142,0.0331
2023-08-21,programmatic,3762.13,174072,2408,75,5135.77,50.16,1.37,0.0138,1.56,0.0414,0.01,0.116,0.0689
2023-08-22,programmatic,4433.85,376873,5909,84,7281.27,52.78,1.64,0.0157,0.75,0.0438,0.0237,0.113,0.0514
2023-08-23,programmatic,3249.81,188340,2898,63,4846.55,51.58,1.49,0.0154,1.12,0.029,0.0278,0.053,0.0451
2023-08-24,programmatic,4240.79,337722,5836,85,5435.5,49.89,1.28,0.0173,0.73,0.0422,0.0346,0.009,0.0507
2023-08-25,programmatic,4446.13,252443,3680,83,6257.49,53.57,1.41,0.0146,1.21,0.0435,0.0295,0.137,0.029
2023-08-26,programmatic,2538.6,288460,4645,51,4301.18,49.78,1.69,0.0161,0.55,0.0441,0.0338,0.149,0.0481
2023-08-27,programmatic,3313.28,341308,5826,52,6110.4,63.72,1.84,0.0171,0.57,0.0418,0.0461,0.122,0.0315
2023-08-28,programmatic,4063.94,314980,5347,82,5744.87,49.56,1.41,0.017,0.76,0.0344,0.01,0.015,0.0371
2023-08-29,programmatic,2793.0,314399,4607,59,4472.83,47.34,1.6,0.0147,0.61,0.0355,0.0238,0.084,0.0534
2023-08-30,programmatic,3535.87,198650,2288,69,5330.29,51.24,1.51,0.0115,1.55,0.0321,0.016,0.077,0.0445
2023-08-31,programmatic,4598.53,336366,4633,99,7898.47,46.45,1.72,0.0138,0.99,0.024,0.0266,0.0,0.0753
2023-09-01,programmatic,3964.23,265626,3594,75,6360.46,52.86,1.6,0.0135,1.1,0.0308,0.0186,0.09,0.0451
2023-09-02,programmatic,2665.31,164198,2852,49,4207.4,54.39,1.58,0.0174,0.93,0.0214,0.0377,0.095,0.061
2023-09-03,programmatic,2856.26,211811,3159,47,4428.92,60.77,1.55,0.0149,0.9,0.0417,0.0172,0.195,0.038
2023-09-04,programmatic,3550.24,204861,2856,79,5265.32,44.94,1.48,0.0139,1.24,0.0318,0.021,0.122,0.0612
2023-09-05,programmatic,5718.83,513007,7294,114,8061.77,50.17,1.41,0.0142,0.78,0.0247,0.0278,0.024,0.0348
2023-09-06,programmatic,5261.47,346862,4456,89,8376.94,59.12,1.59,0.0128,1.18,0.0366,0.0479,0.078,0.0391
2023-09-07,programmatic,2657.72,198963,3102,52,3827.88,51.11,1.44,0.0156,0.86,0.0561,0.0345,0.119,0.0769
2023-09-08,programmatic,3459.18,202648,2948,60,6155.22,57.65,1.78,0.0145,1.17,0.0331,0.0305,0.124,0.055
2023-09-09,programmatic,2952.09,163760,2566,60,4569.62,49.2,1.55,0.0157,1.15,0.0352,0.04,0.184,0.0152
2023-09-10,programmatic,3861.31,258959,3438,73,6390.4,52.89,1.65,0.0133,1.12,0.0545,0.042,0.056,0.0795
2023-09-11,programmatic,5166.36,386602,6073,84,7978.37,61.5,1.54,0.0157,0.85,0.0481,0.0238,0.162,0.0401
2023-09-12,programmatic,4102.51,322316,4487,81,6205.85,50.65,1.51,0.0139,0.91,0.0492,0.0309,0.072,0.0463
2023-09-13,programmatic,4285.88,271054,4312,87,6795.27,49.26,1.59,0.0159,0.99,0.0394,0.0339,0.022,0.0623
2023-09-14,programmatic,4241.78,236070,3369,92,5698.87,46.11,1.34,0.0143,1.26,0.0357,0.0162,0.05,0.0543
2023-09-15,programmatic,3923.35,463715,7109,69,5653.47,56.86,1.44,0.0153,0.55,0.0382,0.0411,0.105,0.0357
2023-09-16,programmatic,2983.74,336875,4113,64,4413.36,46.62,1.48,0.0122,0.73,0.0415,0.0482,0.065,0.0227
2023-09-17,programmatic,3027.84,215040,3225,57,4422.27,53.12,1.46,0.015,0.94,0.042,0.0239,0.171,0.0186
2023-09-18,programmatic,4916.53,368804,5316,97,7337.33,50.69,1.49,0.0144,0.92,0.0263,0.0298,0.173,0.0528
2023-09-19,programmatic,4454.99,354768,5161,78,6841.3,57.12,1.54,0.0145,0.86,0.0346,0.0293,0.149,0.0404
2023-09-20,programmatic,5060.46,310430,4356,100,6540.73,50.6,1.29,0.014,1.16,0.0398,0.0477,0.021,0.0658
2023-09-21,programmatic,3592.29,206005,3117,71,4935.11,50.6,1.37,0.0151,1.15,0.0352,0.0351,0.107,0.0268
2023-09-22,programmatic,5216.53,387291,5599,100,7435.66,52.17,1.43,0.0145,0.93,0.034,0.0307,0.088,0.0254
2023-09-23,programmatic,3497.91,285737,5246,81,5390.19,43.18,1.54,0.0184,0.67,0.0572,0.0443,0.093,0.014
2023-09-24,programmatic,3527.54,345339,5189,66,5329.92,53.45,1.51,0.015,0.68,0.0615,0.0474,0.1,0.0428
2023-09-25,programmatic,4599.02,272232,4129,97,6845.49,47.41,1.49,0.0152,1.11,0.0601,0.0363,0.111,0.0729
2023-09-26,programmatic,4522.54,361817,6479,85,7621.73,53.21,1.69,0.0179,0.7,0.0375,0.0448,0.154,0.0603
2023-09-27,programmatic,5609.28,274085,4703,118,8979.59,47.54,1.6,0.0172,1.19,0.0363,0.0336,0.131,0.0615
2023-09-28,programmatic,3227.25,183698,3016,65,4597.31,49.65,1.42,0.0164,1.07,0.0313,0.0143,0.113,0.0565
2023-09-29,programmatic,3577.54,242795,3537,76,4521.37,47.07,1.26,0.0146,1.01,0.0434,0.0428,0.099,0.0172
2023-09-30,programmatic,3489.31,247422,4009,59,5374.07,59.14,1.54,0.0162,0.87,0.0364,0.0308,0.0,0.0139
2023-10-01,programmatic,3709.0,324579,4718,75,5660.26,49.45,1.53,0.0145,0.79,0.0491,0.0175,0.137,0.0388
2023-10-02,programmatic,4596.05,377305,5257,85,6184.26,54.07,1.35,0.0139,0.87,0.0331,0.0164,0.081,0.0703
2023-10-03,programmatic,4609.4,279873,4027,78,7664.0,59.09,1.66,0.0144,1.14,0.0391,0.0261,0.048,0.0579
2023-10-04,programmatic,5173.88,439308,7127,89,7520.56,58.13,1.45,0.0162,0.73,0.0526,0.028,0.163,0.0468
2023-10-05,programmatic,5040.53,346768,5460,102,7390.75,49.42,1.47,0.0157,0.92,0.0314,0.0343,0.086,0.0416
2023-10-06,programmatic,4987.27,256631,3502,96,8261.85,51.95,1.66,0.0136,1.42,0.0344,0.0322,0.156,0.0623
2023-10-07,programmatic,4520.84,298451,4369,81,7636.58,55.81,1.69,0.0146,1.03,0.0272,0.0404,0.131,0.0452
2023-10-08,programmatic,3012.77,188972,2773,59,5324.56,51.06,1.77,0.0147,1.09,0.0318,0.0411,0.029,0.075
2023-10-09,programmatic,5684.92,325880,5161,129,8294.63,44.07,1.46,0.0158,1.1,0.0478,0.0437,0.077,0.0594
2023-10-10,programmatic,4838.44,303543,4938,82,6198.29,59.01,1.28,0.0163,0.98,0.0363,0.0301,0.023,0.0754
2023-10-11,programmatic,6201.67,413092,7230,122,10014.89,50.83,1.61,0.0175,0.86,0.0489,0.0187,0.066,0.0654
2023-10-12,programmatic,5486.79,374310,5917,98,7279.09,55.99,1.33,0.0158,0.93,0.0347,0.023,0.216,0.0601
2023-10-13,programmatic,5651.12,581417,7895,119,6899.33,47.49,1.22,0.0136,0.72,0.0528,0.0137,0.11,0.0748
2023-10-14,programmatic,5568.59,394428,5941,159,8212.91,35.02,1.47,0.0151,0.94,0.0236,0.0136,0.032,0.0488
2023-10-15,programmatic,3879.09,383860,6834,86,6411.5,45.11,1.65,0.0178,0.57,0.046,0.0278,0.091,0.01
2023-10-16,programmatic,5593.02,303440,3940,123,7810.23,45.47,1.4,0.013,1.42,0.0419,0.0186,0.103,0.0388
2023-10-17,programmatic,5278.18,317280,5066,105,7871.52,50.27,1.49,0.016,1.04,0.0371,0.0431,0.011,0.0595
2023-10-18,programmatic,5565.16,412380,5485,100,8562.77,55.65,1.54,0.0133,1.01,0.0237,0.0411,0.089,0.0381
2023-10-19,programmatic,5290.22,323951,4435,101,6532.88,52.38,1.23,0.0137,1.19,0.035,0.0325,0.068,0.0475
2023-10-20,programmatic,4534.19,234432,3837,89,5373.54,50.95,1.19,0.0164,1.18,0.0389,0.0225,0.077,0.0157
2023-10-21,programmatic,3231.32,253363,3611,65,4920.99,49.71,1.52,0.0143,0.89,0.0451,0.0216,0.122,0.1
2023-10-22,programmatic,3861.49,254560,3961,77,5715.35,50.15,1.48,0.0156,0.97,0.0445,0.0469,0.081,0.063
2023-10-23,programmatic,4982.07,304595,5364,95,8347.06,52.44,1.68,0.0176,0.93,0.0322,0.0338,0.136,0.0716
2023-10-24,programmatic,4143.54,263455,3799,88,6441.41,47.09,1.55,0.0144,1.09,0.0406,0.0363,0.106,0.0846
2023-10-25,programmatic,5731.11,484855,7313,112,9607.76,51.17,1.68,0.0151,0.78,0.0346,0.0457,0.205,0.01
2023-10-26,programmatic,4899.6,361446,5964,90,7750.78,54.44,1.58,0.0165,0.82,0.0355,0.0318,0.096,0.0553
2023-10-27,programmatic,5233.83,238391,3507,119,7651.41,43.98,1.46,0.0147,1.49,0.0332,0.0327,0.121,0.0436
2023-10-28,programmatic,4079.08,208151,3351,79,6092.23,51.63,1.49,0.0161,1.22,0.0457,0.0442,0.064,0.0466
2023-10-29,programmatic,4325.85,307324,4806,88,6939.93,49.16,1.6,0.0156,0.9,0.0447,0.01,0.048,0.042
2023-10-30,programmatic,6881.92,439152,5863,119,10202.46,57.83,1.48,0.0134,1.17,0.0371,0.0167,0.137,0.0493
2023-10-31,programmatic,5064.47,397067,5898,130,8290.8,38.96,1.64,0.0149,0.86,0.0239,0.0552,0.15,0.0436
2023-11-01,programmatic,5920.22,307795,4027,107,10095.96,55.33,1.71,0.0131,1.47,0.0544,0.0217,0.156,0.0672
2023-11-02,programmatic,6977.21,390005,5697,152,10621.42,45.9,1.52,0.0146,1.22,0.048,0.0319,0.119,0.0412
2023-11-03,programmatic,6565.38,457537,6496,139,10923.19,47.23,1.66,0.0142,1.01,0.0421,0.0185,0.089,0.0392
2023-11-04,programmatic,5010.68,306022,4361,91,6467.58,55.06,1.29,0.0143,1.15,0.0516,0.0249,0.106,0.0136
2023-11-05,programmatic,5245.6,407583,6214,110,7189.09,47.69,1.37,0.0152,0.84,0.0351,0.0248,0.106,0.0623
2023-11-06,programmatic,6870.24,525855,7592,146,10362.11,47.06,1.51,0.0144,0.9,0.0276,0.0352,0.028,0.048
2023-11-07,programmatic,5889.91,398551,6655,126,7757.2,46.75,1.32,0.0167,0.89,0.0527,0.0306,0.145,0.0276
2023-11-08,programmatic,6443.41,476461,7284,132,10443.9,48.81,1.62,0.0153,0.88,0.0413,0.0253,0.045,0.0735
2023-11-09,programmatic,4878.69,518302,7426,97,7074.37,50.3,1.45,0.0143,0.66,0.0452,0.0272,0.133,0.01
