date,channel,spend,impressions,clicks,conversions,revenue,cpa,roas,ctr,cpc,avg_order_value,unique_referral_domains,coupon_usage_rate,new_customer_pct
2023-04-01,affiliate,942.56,55055,818,58,4658.65,16.25,4.94,0.0149,1.15,46.67,3,0.1098,0.5488
2023-04-02,affiliate,1038.58,74821,1241,64,5022.08,16.23,4.84,0.0166,0.84,54.85,6,0.0936,0.521
2023-04-03,affiliate,1476.33,76202,1177,109,8239.22,13.54,5.58,0.0154,1.25,55.63,5,0.1276,0.6697
2023-04-04,affiliate,1324.1,107262,1566,76,7644.35,17.42,5.77,0.0146,0.85,40.66,5,0.0695,0.6861
2023-04-05,affiliate,1379.98,98333,1474,79,7515.2,17.47,5.45,0.015,0.94,44.05,6,0.1173,0.85
2023-04-06,affiliate,1368.85,83670,1329,98,7199.85,13.97,5.26,0.0159,1.03,42.17,4,0.0935,0.592
2023-04-07,affiliate,1438.46,94695,1548,107,6735.74,13.44,4.68,0.0163,0.93,44.54,3,0.03,0.5935
2023-04-08,affiliate,1088.25,73101,1141,82,4340.77,13.27,3.99,0.0156,0.95,45.04,5,0.1577,0.3881
2023-04-09,affiliate,1168.47,69346,984,66,6498.88,17.7,5.56,0.0142,1.19,48.61,6,0.1314,0.5868
2023-04-10,affiliate,1694.46,82040,1402,126,9400.0,13.45,5.55,0.0171,1.21,52.5,5,0.063,0.4734
2023-04-11,affiliate,1311.88,86662,1263,104,6068.31,12.61,4.63,0.0146,1.04,54.4,5,0.1502,0.6374
2023-04-12,affiliate,1443.92,109959,1649,117,7792.62,12.34,5.4,0.015,0.88,44.82,6,0.0786,0.7191
2023-04-13,affiliate,1293.99,131260,2079,80,6103.5,16.17,4.72,0.0158,0.62,53.49,4,0.1238,0.4724
2023-04-14,affiliate,1061.41,63461,954,72,5885.4,14.74,5.54,0.015,1.11,59.43,7,0.1371,0.6033
2023-04-15,affiliate,1056.64,64117,982,78,5499.51,13.55,5.2,0.0153,1.08,55.4,5,0.1012,0.5427
2023-04-16,affiliate,1047.7,79618,1033,70,5652.65,14.97,5.4,0.013,1.01,53.13,3,0.0976,0.4631
2023-04-17,affiliate,1584.53,97369,1509,121,7335.18,13.1,4.63,0.0155,1.05,53.22,6,0.129,0.6194
2023-04-18,affiliate,1361.5,92739,1312,79,7471.42,17.23,5.49,0.0141,1.04,50.76,5,0.1358,0.5507
2023-04-19,affiliate,1451.51,100754,1666,94,8119.47,15.44,5.59,0.0165,0.87,51.11,4,0.1884,0.6642
2023-04-20,affiliate,1117.16,74385,1091,71,5189.95,15.73,4.65,0.0147,1.02,53.63,5,0.1089,0.6048
2023-04-21,affiliate,1163.96,57520,816,83,5550.31,14.02,4.77,0.0142,1.43,42.34,4,0.1413,0.6208
2023-04-22,affiliate,749.63,63167,716,53,3087.55,14.14,4.12,0.0113,1.05,44.96,7,0.1278,0.5964
2023-04-23,affiliate,950.18,68258,1285,61,4554.69,15.58,4.79,0.0188,0.74,46.88,5,0.03,0.6331
2023-04-24,affiliate,1271.18,80648,1136,82,6423.14,15.5,5.05,0.0141,1.12,48.86,5,0.0957,0.7877
2023-04-25,affiliate,1558.5,84255,1332,92,7844.25,16.94,5.03,0.0158,1.17,44.54,6,0.0619,0.7045
2023-04-26,affiliate,1433.27,79688,1149,106,7077.99,13.52,4.94,0.0144,1.25,57.45,6,0.064,0.496
2023-04-27,affiliate,1414.97,86326,1598,105,7337.72,13.48,5.19,0.0185,0.89,54.93,6,0.0692,0.8039
2023-04-28,affiliate,1447.66,98208,1428,93,7127.17,15.57,4.92,0.0145,1.01,63.7,5,0.1095,0.5768
2023-04-29,affiliate,1263.32,85711,1178,88,7042.23,14.36,5.57,0.0137,1.07,47.87,6,0.0756,0.5579
2023-04-30,affiliate,961.42,84502,1172,68,4550.18,14.14,4.73,0.0139,0.82,47.37,3,0.1216,0.6294
2023-05-01,affiliate,879.21,61328,844,58,4149.89,15.16,4.72,0.0138,1.04,47.24,7,0.1115,0.4964
2023-05-02,affiliate,1685.48,163865,2275,138,9215.45,12.21,5.47,0.0139,0.74,54.33,6,0.1177,0.6412
2023-05-03,affiliate,1477.16,203619,3160,82,7961.12,18.01,5.39,0.0155,0.47,58.25,3,0.1021,0.6682
2023-05-04,affiliate,1230.95,68926,943,66,6345.88,18.65,5.16,0.0137,1.31,43.9,5,0.0695,0.573
2023-05-05,affiliate,1204.9,75368,1079,80,5571.77,15.06,4.62,0.0143,1.12,47.46,3,0.0842,0.6201
2023-05-06,affiliate,1046.79,73737,1027,63,5250.42,16.62,5.02,0.0139,1.02,42.08,7,0.1535,0.5854
2023-05-07,affiliate,968.33,79863,1150,60,4774.66,16.14,4.93,0.0144,0.84,52.01,3,0.122,0.3
2023-05-08,affiliate,1576.65,89000,1302,108,5857.46,14.6,3.72,0.0146,1.21,46.53,6,0.1232,0.5626
2023-05-09,affiliate,1569.5,93887,1304,109,8223.61,14.4,5.24,0.0139,1.2,43.96,4,0.1283,0.5307
2023-05-10,affiliate,1122.43,77176,1155,84,5726.26,13.36,5.1,0.015,0.97,42.79,7,0.1032,0.5815
2023-05-11,affiliate,1492.93,119183,1854,102,7126.25,14.64,4.77,0.0156,0.81,45.78,7,0.1215,0.4694
2023-05-12,affiliate,1761.18,92887,1299,123,9199.44,14.32,5.22,0.014,1.36,50.2,5,0.052,0.4567
2023-05-13,affiliate,1329.94,113985,1799,97,7018.46,13.71,5.28,0.0158,0.74,55.37,4,0.091,0.5139
2023-05-14,affiliate,949.39,60777,862,82,5409.06,11.58,5.7,0.0142,1.1,46.21,3,0.133,0.6477
2023-05-15,affiliate,1355.11,97972,1449,92,6533.63,14.73,4.82,0.0148,0.94,51.45,3,0.106,0.5923
2023-05-16,affiliate,1823.74,111566,1241,157,7282.83,11.62,3.99,0.0111,1.47,46.46,4,0.1099,0.4971
2023-05-17,affiliate,1299.59,99048,1463,94,6472.72,13.83,4.98,0.0148,0.89,42.85,3,0.0734,0.4638
2023-05-18,affiliate,1241.01,75063,1196,94,6039.94,13.2,4.87,0.0159,1.04,57.88,7,0.0733,0.7016
2023-05-19,affiliate,1443.72,82649,1207,85,7280.52,16.98,5.04,0.0146,1.2,59.3,7,0.085,0.5677
2023-05-20,affiliate,1126.83,60609,910,62,5734.35,18.17,5.09,0.015,1.24,61.12,6,0.1078,0.692
2023-05-21,affiliate,856.35,48800,682,56,4510.53,15.29,5.27,0.014,1.26,45.2,7,0.1034,0.658
2023-05-22,affiliate,2201.36,124801,1714,132,12389.88,16.68,5.63,0.0137,1.28,49.91,3,0.0831,0.6453
2023-05-23,affiliate,1318.69,97132,1383,83,5376.78,15.89,4.08,0.0142,0.95,45.08,6,0.0854,0.4404
2023-05-24,affiliate,1535.31,62219,973,113,9220.01,13.59,6.01,0.0156,1.58,44.07,6,0.1009,0.6499
2023-05-25,affiliate,1670.34,137059,2126,106,7900.32,15.76,4.73,0.0155,0.79,54.26,7,0.0891,0.5026
2023-05-26,affiliate,1265.5,80803,1108,76,5920.54,16.65,4.68,0.0137,1.14,48.02,4,0.1219,0.5351
2023-05-27,affiliate,909.62,65998,925,52,4338.27,17.49,4.77,0.014,0.98,48.34,5,0.1701,0.3383
2023-05-28,affiliate,976.86,56014,873,65,3895.64,15.03,3.99,0.0156,1.12,53.87,5,0.1037,0.4591
2023-05-29,affiliate,1594.36,104129,1655,94,8088.12,16.96,5.07,0.0159,0.96,47.65,6,0.09,0.5497
2023-05-30,affiliate,1131.07,64297,1176,78,6208.94,14.5,5.49,0.0183,0.96,42.76,7,0.0893,0.6916
2023-05-31,affiliate,1393.5,119117,1818,82,6926.4,16.99,4.97,0.0153,0.77,57.79,3,0.0877,0.69
2023-06-01,affiliate,1363.6,95865,1317,94,6085.49,14.51,4.46,0.0137,1.04,51.96,5,0.0653,0.583
2023-06-02,affiliate,1830.09,138544,1996,111,8081.21,16.49,4.42,0.0144,0.92,55.64,7,0.1543,0.5103
2023-06-03,affiliate,1024.91,56796,820,74,5067.86,13.85,4.94,0.0144,1.25,44.24,5,0.1037,0.581
2023-06-04,affiliate,869.02,54814,832,72,3493.56,12.07,4.02,0.0152,1.04,54.25,7,0.1177,0.5006
2023-06-05,affiliate,1368.49,86736,1223,96,6551.83,14.26,4.79,0.0141,1.12,51.63,7,0.0597,0.6154
2023-06-06,affiliate,1421.97,168185,2727,97,7179.86,14.66,5.05,0.0162,0.52,48.22,6,0.136,0.6194
2023-06-07,affiliate,1470.83,88703,1313,102,7121.63,14.42,4.84,0.0148,1.12,57.65,7,0.1232,0.7788
2023-06-08,affiliate,1540.5,127284,1933,101,8419.18,15.25,5.47,0.0152,0.8,49.66,3,0.1055,0.6998
2023-06-09,affiliate,1035.24,71275,1033,76,4475.33,13.62,4.32,0.0145,1.0,49.24,3,0.1348,0.5688
2023-06-10,affiliate,962.58,83066,1354,74,4010.11,13.01,4.17,0.0163,0.71,50.89,3,0.1261,0.5998
2023-06-11,affiliate,1064.51,67480,1022,78,5270.62,13.65,4.95,0.0151,1.04,47.56,3,0.0833,0.7944
2023-06-12,affiliate,1298.53,69715,1107,91,6187.57,14.27,4.77,0.0159,1.17,47.88,5,0.0456,0.6626
2023-06-13,affiliate,1687.44,89356,1296,111,7603.98,15.2,4.51,0.0145,1.3,47.22,7,0.1036,0.71
2023-06-14,affiliate,1177.93,76423,1063,86,6295.76,13.7,5.34,0.0139,1.11,48.33,7,0.1159,0.5727
2023-06-15,affiliate,1258.74,87094,1365,66,6575.86,19.07,5.22,0.0157,0.92,48.36,4,0.0992,0.6255
2023-06-16,affiliate,1010.89,53336,641,74,4643.43,13.66,4.59,0.012,1.58,52.72,7,0.0805,0.6996
2023-06-17,affiliate,910.78,75547,1101,60,4344.03,15.18,4.77,0.0146,0.83,46.22,6,0.0997,0.61
2023-06-18,affiliate,1320.44,86682,1070,81,5509.58,16.3,4.17,0.0123,1.23,49.48,5,0.097,0.6586
2023-06-19,affiliate,1473.04,91331,1577,89,6356.46,16.55,4.32,0.0173,0.93,45.79,7,0.1019,0.564
2023-06-20,affiliate,952.25,64868,870,62,4829.98,15.36,5.07,0.0134,1.09,59.97,6,0.1653,0.7316
2023-06-21,affiliate,1478.94,115199,1733,102,7575.12,14.5,5.12,0.015,0.85,57.7,5,0.1212,0.4164
2023-06-22,affiliate,1980.71,128654,1867,156,7032.83,12.7,3.55,0.0145,1.06,56.17,5,0.1388,0.6814
2023-06-23,affiliate,1374.06,71289,992,102,7131.77,13.47,5.19,0.0139,1.39,48.38,5,0.1223,0.5492
2023-06-24,affiliate,1217.73,78501,1124,78,6341.29,15.61,5.21,0.0143,1.08,44.27,3,0.1543,0.5318
2023-06-25,affiliate,1169.75,63524,933,82,6421.51,14.27,5.49,0.0147,1.25,49.83,6,0.1034,0.4249
2023-06-26,affiliate,1192.32,88306,1341,79,6628.1,15.09,5.56,0.0152,0.89,43.49,6,0.1254,0.494
2023-06-27,affiliate,1368.39,77057,1064,94,7971.33,14.56,5.83,0.0138,1.29,46.61,4,0.0632,0.7464
2023-06-28,affiliate,986.41,62649,918,62,4514.95,15.91,4.58,0.0147,1.07,50.2,7,0.1116,0.5237
2023-06-29,affiliate,1690.71,78430,1315,114,8634.81,14.83,5.11,0.0168,1.29,49.08,7,0.0811,0.7321
2023-06-30,affiliate,1040.89,62204,880,71,4920.21,14.66,4.73,0.0141,1.18,39.89,4,0.0957,0.6312
2023-07-01,affiliate,818.1,56237,824,53,4481.58,15.44,5.48,0.0147,0.99,52.78,7,0.1353,0.3953
2023-07-02,affiliate,1050.67,74480,1184,75,5132.13,14.01,4.88,0.0159,0.89,37.63,4,0.1242,0.5611
2023-07-03,affiliate,1674.08,178098,2610,103,8012.25,16.25,4.79,0.0147,0.64,43.87,7,0.1277,0.6006
2023-07-04,affiliate,1557.18,117447,1549,94,7602.49,16.57,4.88,0.0132,1.01,40.78,3,0.0397,0.6263
2023-07-05,affiliate,1594.82,120295,1593,125,8683.66,12.76,5.44,0.0132,1.0,54.75,5,0.1374,0.6801
2023-07-06,affiliate,1718.73,82128,1305,130,7358.43,13.22,4.28,0.0159,1.32,44.4,3,0.0604,0.6784
2023-07-07,affiliate,1508.12,111772,1967,98,7027.76,15.39,4.66,0.0176,0.77,39.86,7,0.1183,0.3815
2023-07-08,affiliate,1052.04,82443,1294,75,5963.73,14.03,5.67,0.0157,0.81,56.22,4,0.0564,0.7306
2023-07-09,affiliate,1288.02,72982,1234,87,5036.0,14.8,3.91,0.0169,1.04,59.94,5,0.0569,0.7441
2023-07-10,affiliate,1427.27,93427,1353,97,7124.22,14.71,4.99,0.0145,1.05,55.3,7,0.094,0.6617
2023-07-11,affiliate,1798.65,103735,1490,117,9010.46,15.37,5.01,0.0144,1.21,53.15,5,0.0618,0.6914
2023-07-12,affiliate,1371.4,79483,1155,87,6830.4,15.76,4.98,0.0145,1.19,43.54,4,0.107,0.7326
2023-07-13,affiliate,1512.73,167101,2581,93,8334.66,16.27,5.51,0.0154,0.59,40.65,5,0.1074,0.5609
2023-07-14,affiliate,1604.56,102649,1473,118,8886.37,13.6,5.54,0.0143,1.09,43.38,4,0.0757,0.6542
2023-07-15,affiliate,1136.83,57248,691,70,4459.82,16.24,3.92,0.0121,1.65,48.02,3,0.0611,0.6292
2023-07-16,affiliate,891.63,65329,1080,52,4870.22,17.15,5.46,0.0165,0.83,54.62,4,0.081,0.6429
2023-07-17,affiliate,1498.34,125783,1817,97,5328.31,15.45,3.56,0.0144,0.82,39.85,3,0.1257,0.6093
2023-07-18,affiliate,922.07,48631,691,57,4583.05,16.18,4.97,0.0142,1.33,44.6,3,0.1122,0.5916
2023-07-19,affiliate,1123.95,61379,923,83,5791.8,13.54,5.15,0.015,1.22,47.55,5,0.1123,0.6982
2023-07-20,affiliate,1638.25,81274,1285,109,8708.2,15.03,5.32,0.0158,1.27,41.9,3,0.1251,0.5672
2023-07-21,affiliate,1269.74,91220,1259,82,6412.94,15.48,5.05,0.0138,1.01,51.02,3,0.0837,0.5489
2023-07-22,affiliate,1428.39,109086,1510,97,5470.83,14.73,3.83,0.0138,0.95,46.19,6,0.0483,0.6355
2023-07-23,affiliate,1030.45,65406,849,80,4869.73,12.88,4.73,0.013,1.21,46.19,5,0.0534,0.5445
2023-07-24,affiliate,1678.5,121617,1864,111,8535.67,15.12,5.09,0.0153,0.9,42.26,6,0.0627,0.6998
2023-07-25,affiliate,1592.02,103232,1678,103,8861.41,15.46,5.57,0.0163,0.95,52.73,6,0.1009,0.3839
2023-07-26,affiliate,1519.13,121300,1674,127,6925.47,11.96,4.56,0.0138,0.91,48.53,6,0.0956,0.7759
2023-07-27,affiliate,1197.5,118850,1923,71,6893.53,16.87,5.76,0.0162,0.62,54.66,4,0.1336,0.426
2023-07-28,affiliate,1556.59,150230,1904,84,7722.81,18.53,4.96,0.0127,0.82,50.62,4,0.0788,0.7416
2023-07-29,affiliate,1251.44,83890,1370,91,6707.8,13.75,5.36,0.0163,0.91,51.69,3,0.0946,0.5087
2023-07-30,affiliate,823.08,48210,792,54,4439.56,15.24,5.39,0.0164,1.04,51.81,5,0.0781,0.6769
2023-07-31,affiliate,1069.01,55101,1053,72,5330.33,14.85,4.99,0.0191,1.02,50.21,3,0.0905,0.5588
2023-08-01,affiliate,1738.38,115134,1945,106,9081.19,16.4,5.22,0.0169,0.89,55.42,4,0.0971,0.677
2023-08-02,affiliate,1473.37,114148,1394,103,7321.36,14.3,4.97,0.0122,1.06,63.05,4,0.1303,0.4797
2023-08-03,affiliate,1063.42,92191,1447,70,4227.84,15.19,3.98,0.0157,0.73,56.55,5,0.1286,0.6191
2023-08-04,affiliate,1270.01,68347,1110,96,5641.03,13.23,4.44,0.0162,1.14,41.76,7,0.08,0.5188
2023-08-05,affiliate,939.2,53774,909,59,4745.7,15.92,5.05,0.0169,1.03,48.35,3,0.0591,0.3535
2023-08-06,affiliate,795.73,43509,540,50,3993.78,15.91,5.02,0.0124,1.47,47.68,4,0.0693,0.6369
2023-08-07,affiliate,1156.13,72005,902,76,5621.64,15.21,4.86,0.0125,1.28,52.42,6,0.0548,0.5649
2023-08-08,affiliate,1688.89,116008,1540,110,8597.09,15.35,5.09,0.0133,1.1,55.5,7,0.1328,0.5347
2023-08-09,affiliate,1265.74,84243,1371,72,6376.14,17.58,5.04,0.0163,0.92,41.21,6,0.1431,0.4568
2023-08-10,affiliate,1263.63,89280,1274,80,6414.69,15.8,5.08,0.0143,0.99,50.57,5,0.0979,0.5838
2023-08-11,affiliate,1575.88,96023,1278,99,7281.88,15.92,4.62,0.0133,1.23,57.06,5,0.1031,0.775
2023-08-12,affiliate,963.54,81953,1272,61,4940.65,15.8,5.13,0.0155,0.76,46.16,5,0.0749,0.6711
2023-08-13,affiliate,1045.64,90149,1376,63,5447.73,16.6,5.21,0.0153,0.76,61.68,6,0.0902,0.6576
2023-08-14,affiliate,1269.11,77055,1044,83,6592.31,15.29,5.19,0.0135,1.22,43.84,5,0.0897,0.5532
2023-08-15,affiliate,1303.36,94850,1270,86,6230.13,15.16,4.78,0.0134,1.03,51.46,7,0.1253,0.7599
2023-08-16,affiliate,1515.62,100214,1126,108,7331.94,14.03,4.84,0.0112,1.35,52.85,6,0.088,0.4826
2023-08-17,affiliate,1090.74,61412,1002,62,4604.14,17.59,4.22,0.0163,1.09,49.69,4,0.0988,0.4517
2023-08-18,affiliate,1431.69,91825,1430,83,7746.82,17.25,5.41,0.0156,1.0,44.48,6,0.1052,0.7327
2023-08-19,affiliate,1231.0,62088,1048,78,6680.0,15.78,5.43,0.0169,1.17,54.84,6,0.1429,0.5303
2023-08-20,affiliate,1026.97,48382,640,74,5159.12,13.88,5.02,0.0132,1.6,46.89,5,0.0514,0.6332
2023-08-21,affiliate,1390.49,90541,1280,93,6362.68,14.95,4.58,0.0141,1.09,50.26,7,0.05,0.4987
2023-08-22,affiliate,1425.71,117715,1675,96,7152.43,14.85,5.02,0.0142,0.85,56.77,5,0.0962,0.7535
2023-08-23,affiliate,1403.15,83651,1117,93,7021.34,15.09,5.0,0.0134,1.26,39.63,5,0.0913,0.597
2023-08-24,affiliate,1379.97,85989,1300,101,6187.6,13.66,4.48,0.0151,1.06,55.96,7,0.0908,0.5029
2023-08-25,affiliate,1320.98,72760,1076,93,5740.5,14.2,4.35,0.0148,1.23,56.36,3,0.0766,0.5138
2023-08-26,affiliate,817.03,61951,1021,54,3774.08,15.13,4.62,0.0165,0.8,52.01,4,0.1014,0.6034
2023-08-27,affiliate,1040.07,54392,729,59,6761.79,17.63,6.5,0.0134,1.43,45.79,5,0.1439,0.5592
2023-08-28,affiliate,1742.14,90981,1211,123,9145.71,14.16,5.25,0.0133,1.44,46.66,3,0.1445,0.5365
2023-08-29,affiliate,1465.36,153315,2464,96,6688.21,15.26,4.56,0.0161,0.59,55.99,3,0.1329,0.7182
2023-08-30,affiliate,1134.11,59628,793,70,5561.86,16.2,4.9,0.0133,1.43,54.13,7,0.1172,0.6504
2023-08-31,affiliate,1423.58,71471,988,78,6613.13,18.25,4.65,0.0138,1.44,43.02,7,0.0852,0.6983
2023-09-01,affiliate,1474.92,131562,1867,107,7757.92,13.78,5.26,0.0142,0.79,52.78,6,0.1094,0.6894
2023-09-02,affiliate,998.35,78690,1194,71,5725.13,14.06,5.73,0.0152,0.84,54.56,4,0.0872,0.5322
2023-09-03,affiliate,1381.6,65528,1092,89,5190.84,15.52,3.76,0.0167,1.27,52.57,7,0.1299,0.6605
2023-09-04,affiliate,1719.74,162473,2677,101,8517.26,17.03,4.95,0.0165,0.64,49.74,3,0.0849,0.5764
2023-09-05,affiliate,1073.23,59253,828,83,5361.92,12.93,5.0,0.014,1.3,56.34,5,0.1445,0.4242
2023-09-06,affiliate,1310.34,80156,1380,69,7160.17,18.99,5.46,0.0172,0.95,51.75,4,0.1004,0.4469
2023-09-07,affiliate,1573.03,108133,1576,118,6917.19,13.33,4.4,0.0146,1.0,56.72,7,0.0954,0.4741
2023-09-08,affiliate,1898.37,117642,1910,128,11151.35,14.83,5.87,0.0162,0.99,39.1,5,0.0514,0.5911
2023-09-09,affiliate,603.82,32931,415,32,2791.08,18.87,4.62,0.0126,1.45,46.4,3,0.0632,0.447
2023-09-10,affiliate,1352.0,99252,1430,106,6094.13,12.75,4.51,0.0144,0.95,44.02,5,0.1439,0.573
2023-09-11,affiliate,1371.26,85803,1508,88,6119.35,15.58,4.46,0.0176,0.91,51.42,3,0.0787,0.5502
2023-09-12,affiliate,1212.51,123029,1606,81,6577.15,14.97,5.42,0.0131,0.75,47.3,7,0.1366,0.5608
2023-09-13,affiliate,1560.23,96055,1199,107,7972.29,14.58,5.11,0.0125,1.3,51.15,3,0.085,0.7145
2023-09-14,affiliate,1822.01,126287,1999,122,9046.46,14.93,4.97,0.0158,0.91,56.91,3,0.0969,0.6049
2023-09-15,affiliate,1608.49,143771,2041,151,8687.53,10.65,5.4,0.0142,0.79,50.89,3,0.0822,0.7425
2023-09-16,affiliate,908.48,63480,793,64,4378.47,14.19,4.82,0.0125,1.15,47.21,5,0.1246,0.7066
2023-09-17,affiliate,1085.12,81855,1111,69,5373.88,15.73,4.95,0.0136,0.98,49.4,5,0.111,0.4579
2023-09-18,affiliate,859.94,62640,781,54,4410.91,15.92,5.13,0.0125,1.1,42.23,5,0.1101,0.6659
2023-09-19,affiliate,1401.23,76350,1053,99,7940.7,14.15,5.67,0.0138,1.33,42.25,5,0.113,0.52
2023-09-20,affiliate,1605.15,103264,1870,120,9043.46,13.38,5.63,0.0181,0.86,54.91,6,0.0881,0.5675
2023-09-21,affiliate,1294.06,95176,1231,76,7416.7,17.03,5.73,0.0129,1.05,50.93,3,0.1085,0.6514
2023-09-22,affiliate,1609.96,128364,2291,119,7764.65,13.53,4.82,0.0178,0.7,47.93,5,0.0439,0.557
2023-09-23,affiliate,1093.22,86150,1368,70,5464.58,15.62,5.0,0.0159,0.8,49.75,4,0.0754,0.7473
2023-09-24,affiliate,1235.88,68128,901,87,6232.71,14.21,5.04,0.0132,1.37,45.61,7,0.1716,0.7674
2023-09-25,affiliate,1411.66,91797,1302,86,6337.07,16.41,4.49,0.0142,1.08,50.62,5,0.1534,0.591
2023-09-26,affiliate,1293.96,155506,2108,92,5600.93,14.06,4.33,0.0136,0.61,51.13,5,0.1048,0.5701
2023-09-27,affiliate,1537.59,141584,2152,113,7338.87,13.61,4.77,0.0152,0.71,56.1,7,0.1034,0.6538
2023-09-28,affiliate,1826.17,112547,1887,115,8892.02,15.88,4.87,0.0168,0.97,51.31,5,0.1104,0.4143
2023-09-29,affiliate,1666.97,81923,1185,99,8535.6,16.84,5.12,0.0145,1.41,41.82,3,0.0909,0.5009
2023-09-30,affiliate,1323.08,134854,2063,82,6183.95,16.14,4.67,0.0153,0.64,47.74,5,0.0763,0.5026
2023-10-01,affiliate,987.96,56766,738,64,4459.03,15.44,4.51,0.013,1.34,54.29,5,0.0823,0.4361
2023-10-02,affiliate,2239.53,129345,1627,145,9267.73,15.45,4.14,0.0126,1.38,50.48,5,0.0851,0.4826
2023-10-03,affiliate,1893.83,128064,1506,137,11613.76,13.82,6.13,0.0118,1.26,51.38,5,0.0891,0.8129
2023-10-04,affiliate,1693.26,106168,1524,125,9697.19,13.55,5.73,0.0144,1.11,47.16,6,0.1197,0.4795
2023-10-05,affiliate,1850.94,223336,3807,113,9985.51,16.38,5.39,0.017,0.49,55.54,3,0.1274,0.8039
2023-10-06,affiliate,1264.98,90514,1318,76,5945.69,16.64,4.7,0.0146,0.96,48.56,4,0.1082,0.7127
2023-10-07,affiliate,1326.5,85204,1384,78,7494.07,17.01,5.65,0.0162,0.96,42.69,4,0.1061,0.3845
2023-10-08,affiliate,1262.49,69675,983,87,6858.17,14.51,5.43,0.0141,1.28,45.1,4,0.1067,0.5188
2023-10-09,affiliate,2169.42,173998,2444,127,8930.14,17.08,4.12,0.014,0.89,60.24,7,0.0654,0.688
2023-10-10,affiliate,1647.89,105447,1854,123,8109.51,13.4,4.92,0.0176,0.89,50.95,7,0.1592,0.4725
2023-10-11,affiliate,2025.54,131606,1946,109,8814.56,18.58,4.35,0.0148,1.04,38.67,5,0.15,0.7185
2023-10-12,affiliate,1711.5,123958,1995,121,8177.14,14.14,4.78,0.0161,0.86,58.42,6,0.0918,0.6306
2023-10-13,affiliate,1830.85,177081,2872,130,10014.11,14.08,5.47,0.0162,0.64,43.07,3,0.099,0.7354
2023-10-14,affiliate,1406.53,118893,1864,104,7186.46,13.52,5.11,0.0157,0.75,49.79,4,0.0923,0.7236
2023-10-15,affiliate,996.07,60698,800,63,3933.54,15.81,3.95,0.0132,1.25,47.31,6,0.1041,0.4968
2023-10-16,affiliate,1798.64,251179,3229,109,7921.08,16.5,4.4,0.0129,0.56,50.63,3,0.1123,0.425
2023-10-17,affiliate,1611.39,138237,2313,122,6548.77,13.21,4.06,0.0167,0.7,50.24,7,0.0817,0.4857
2023-10-18,affiliate,2126.89,130601,1767,165,11172.2,12.89,5.25,0.0135,1.2,48.22,6,0.0938,0.4745
2023-10-19,affiliate,2346.28,245754,3898,159,11799.43,14.76,5.03,0.0159,0.6,47.52,3,0.1079,0.7251
2023-10-20,affiliate,1262.26,97725,1361,82,5957.63,15.39,4.72,0.0139,0.93,52.6,4,0.0841,0.3879
2023-10-21,affiliate,1582.98,106959,1453,96,8576.48,16.49,5.42,0.0136,1.09,47.91,5,0.113,0.85
2023-10-22,affiliate,1194.49,74902,1124,85,6167.29,14.05,5.16,0.015,1.06,43.03,3,0.1061,0.7787
2023-10-23,affiliate,1995.73,177892,3185,136,10453.84,14.67,5.24,0.0179,0.63,53.03,4,0.0761,0.6032
2023-10-24,affiliate,2005.01,114349,1426,145,10920.13,13.83,5.45,0.0125,1.41,54.7,7,0.1217,0.6757
2023-10-25,affiliate,2016.29,99230,1542,150,10694.34,13.44,5.3,0.0155,1.31,50.05,5,0.03,0.8141
2023-10-26,affiliate,2552.58,175620,2739,157,12621.3,16.26,4.94,0.0156,0.93,43.22,4,0.0963,0.5971
2023-10-27,affiliate,1739.18,138119,2240,139,8368.41,12.51,4.81,0.0162,0.78,52.08,3,0.1562,0.4477
2023-10-28,affiliate,1167.52,82919,1163,74,5909.1,15.78,5.06,0.014,1.0,48.43,6,0.1014,0.7073
2023-10-29,affiliate,1330.87,93556,1362,88,6143.8,15.12,4.62,0.0146,0.98,55.18,5,0.1386,0.4024
2023-10-30,affiliate,1878.82,122903,1775,124,9602.64,15.15,5.11,0.0144,1.06,54.26,5,0.0475,0.5903
2023-10-31,affiliate,1614.1,80637,1415,95,7429.42,16.99,4.6,0.0175,1.14,54.41,3,0.1575,0.5856
2023-11-01,affiliate,1906.85,110464,1728,120,10065.41,15.89,5.28,0.0156,1.1,50.57,7,0.0933,0.58
2023-11-02,affiliate,1810.86,135084,1876,105,10576.76,17.25,5.84,0.0139,0.97,48.93,5,0.095,0.6785
2023-11-03,affiliate,1474.5,128484,1958,93,7194.29,15.85,4.88,0.0152,0.75,49.76,4,0.0396,0.4001
2023-11-04,affiliate,1391.24,110608,1674,88,6477.39,15.81,4.66,0.0151,0.83,46.45,7,0.0732,0.6004
2023-11-05,affiliate,1501.32,108311,1764,117,8385.86,12.83,5.59,0.0163,0.85,51.3,6,0.0875,0.5937
2023-11-06,affiliate,2210.11,159657,2340,181,11627.05,12.21,5.26,0.0147,0.94,38.49,7,0.0584,0.3
2023-11-07,affiliate,2819.33,205375,3683,179,13890.84,15.75,4.93,0.0179,0.77,41.45,7,0.1048,0.6933
2023-11-08,affiliate,2117.98,136798,2261,128,10953.99,16.55,5.17,0.0165,0.94,50.85,3,0.1143,0.6446
2023-11-09,affiliate,2198.94,190044,2982,146,11565.41,15.06,5.26,0.0157,0.74,50.82,3,0.0855,0.5585
